1.148585639585080420e+00,3.349632941427009847e-01,4.717610047609377411e-01,-0.000000000000000000e+00,7.640720278912578323e-01,1.993007014004712918e+00
1.029432369867869346e+00,3.488897632976259433e-01,4.522041779899261260e-01,-0.000000000000000000e+00,7.697023855073444887e-01,2.112160283721923992e+00
8.577792988813546238e-01,1.958647716916493975e-01,6.558665684645359484e-01,2.228373468964095593e-16,7.190649866387112121e-01,2.283813354708438492e+00
7.950662808138293514e-01,6.318240230812666169e-02,8.103951375702491688e-01,-0.000000000000000000e+00,6.972187869165207275e-01,2.346526372775963765e+00
8.095314081643155690e-01,7.988063101693754220e-05,8.760752611721336347e-01,-0.000000000000000000e+00,6.946411849917459858e-01,2.332061245425477658e+00
7.925967439744245890e-01,1.640675473492780867e-02,8.595743112227463012e-01,-0.000000000000000000e+00,6.948152608372224481e-01,2.348995909615368749e+00
6.186526697694256782e-01,1.704850880845696359e-01,6.870960963581930203e-01,-0.000000000000000000e+00,7.132151423521337907e-01,2.522939983820367438e+00
6.015639170964784954e-01,2.701181447024206816e-01,5.602128557028269729e-01,1.996082537975263030e-16,7.404653263896491255e-01,2.540028736493314732e+00
5.852961490405711453e-01,5.514829827250029570e-01,1.482115875284346074e-01,-8.704940855963399681e-17,8.711017565414590491e-01,2.556296504549222082e+00
6.628163556175951099e-01,6.893947327536349423e-01,-7.583693056905049801e-02,-0.000000000000000000e+00,9.572385246103123357e-01,2.478776297972198339e+00
7.243466631425896640e-01,8.149071470591655597e-01,-2.887647043816158332e-01,-0.000000000000000000e+00,1.044653884117346943e+00,2.417245990447203674e+00
6.400235356221026795e-01,8.505691952518061871e-01,-3.505591507552255903e-01,-7.886349563895808048e-17,1.070786282298315850e+00,2.501569117967690659e+00
3.606869510410917745e-01,6.377620325818046387e-01,9.398606986241106465e-03,-0.000000000000000000e+00,9.236356872268509655e-01,2.780905702548701619e+00
3.725286589298125173e-01,5.553204581862698497e-01,1.421419864746928940e-01,-0.000000000000000000e+00,8.733338821339339253e-01,2.769063994659980654e+00
2.000318058981567226e-01,6.310464735788859914e-01,2.037148935011384027e-02,-0.000000000000000000e+00,9.193783638658968860e-01,2.941560847691636393e+00
1.718074106968058290e-01,5.436918703176184531e-01,1.605028492805627705e-01,-0.000000000000000000e+00,8.666016071967151957e-01,2.969785242892987398e+00
1.419026865138130200e-01,3.373624687454590543e-01,4.684055581348219865e-01,-1.430971111031294027e-17,7.650282999146155172e-01,2.999689967075980235e+00
3.061548739286662490e-01,3.440474937568829827e-01,4.590258498362750905e-01,-0.000000000000000000e+00,7.677229832017384847e-01,2.835437779661126978e+00
3.128028947300355300e-01,2.492231077404823969e-01,5.877585293949808554e-01,-0.000000000000000000e+00,7.338146896594331947e-01,2.828789758859757697e+00
4.511540765648816564e-01,1.734260036852705023e-01,6.835167317516148699e-01,-0.000000000000000000e+00,7.138535913580111858e-01,2.690438577024911737e+00
4.455230340624116714e-01,4.874511860039631994e-02,8.258747708494855733e-01,-5.993546537521116001e-17,6.961764373450146648e-01,2.696069619527381445e+00
-2.330100277535245568e-01,3.114905656226719666e-01,5.042835129364524605e-01,-3.141592653589793116e+00,-7.550222482357721310e-01,2.330100277535245568e-01
-2.432423321087222590e-01,4.038173075368093889e-01,3.732569725750602418e-01,-3.141592653589793116e+00,-7.937220466830268162e-01,2.432423321087222590e-01
-1.340394554109515524e-01,4.995442967481824592e-01,2.293209950203034808e-01,-3.141592653589793116e+00,-8.419310350264106457e-01,1.340394554109515524e-01
-1.908393603839961261e-01,6.433094698042993720e-01,3.141514826606739419e-04,-7.067845724842032911e-17,9.271727055079368451e-01,-2.950753293205797156e+00
-2.311890433255472943e-01,5.781686881708838488e-01,1.057950338612403951e-01,-0.000000000000000000e+00,8.868326047627723696e-01,-2.910403610264245877e+00
-3.565973598965401226e-01,6.544247333371114861e-01,-1.794240957731134400e-02,-0.000000000000000000e+00,9.343140030350963743e-01,-2.784995293693253160e+00
-4.470477992418182556e-01,5.904236247664667037e-01,8.615610528897434117e-02,7.895270502966443603e-17,8.942165967394553050e-01,-2.694544854347975082e+00
-4.874194930511085988e-01,6.587719576638711994e-01,-2.510205863622691491e-02,-0.000000000000000000e+00,9.371264277672524123e-01,-2.654173160538684684e+00
-4.800636789201926380e-01,7.088855065344539241e-01,-1.083937304254996292e-01,-0.000000000000000000e+00,9.703045506859423464e-01,-2.661528974669600700e+00
-4.669146443238970656e-01,7.288780275904375161e-01,-1.419935564987939991e-01,7.465770742350223062e-17,9.839118557032530132e-01,-2.674678009265896161e+00
-6.623626415828407499e-01,8.651566404138345545e-01,-3.759835819552734271e-01,-7.975021901104537569e-17,1.081623268336335375e+00,-2.479230012006952588e+00
-6.626673757571360790e-01,6.509390355838428066e-01,-1.220950536877261905e-02,-0.000000000000000000e+00,9.320667965798263843e-01,-2.478925277832657148e+00
-4.817138591671489278e-01,5.088904854127482835e-01,2.148725990619539117e-01,-0.000000000000000000e+00,8.470332423201942795e-01,-2.659878794422644521e+00
-6.891785851488013703e-01,4.487020800094467243e-01,3.067183905546551625e-01,-0.000000000000000000e+00,8.153758562307946711e-01,-2.452414068440991635e+00
-8.378879572245803153e-01,3.420312228991421732e-01,4.618595207071867770e-01,-0.000000000000000000e+00,7.669055831885676078e-01,-2.303704696365212801e+00
-9.212261950671373212e-01,3.237076338420061261e-01,4.874259680843622822e-01,-0.000000000000000000e+00,7.596627248685282607e-01,-2.220366458522656128e+00
-1.058789646044339783e+00,4.171838923309054148e-01,3.536255722516895017e-01,-0.000000000000000000e+00,7.999868622123017525e-01,-2.082803007545453333e+00
-1.029321363213822060e+00,2.742692687079595348e-01,5.546835796714684186e-01,-0.000000000000000000e+00,7.418434784154688266e-01,-2.112271290375971056e+00
-8.733151462667805287e-01,1.884367409204321664e-01,6.650860023961702172e-01,-0.000000000000000000e+00,7.172735834782942854e-01,-2.268277507323012809e+00
-8.546371512454693509e-01,1.022450117621398480e-01,7.671782409373466560e-01,-0.000000000000000000e+00,7.013730740954102760e-01,-2.286955502344323765e+00
-5.991597616096449030e-01,-2.671694479597119809e-02,9.024105651819912532e-01,-2.099110393925069221e-16,6.951027064088766139e-01,-2.542432891980148213e+00
-6.296443093451086215e-01,2.211008925546931181e-01,6.240616813583876876e-01,-2.069944915248704393e-16,7.256337528818158633e-01,-2.511948344244684606e+00
-4.706551463293228155e-01,2.632527093900416393e-01,5.693164194553619328e-01,-1.850970913363777756e-16,7.382271979494934300e-01,-2.670937507260470412e+00
-3.272017157647790220e-01,2.135550450253732579e-01,6.336491793842200515e-01,-5.950130299570776106e-17,7.235921023853034706e-01,-2.814390937825014039e+00
-1.157340479458435073e-01,-3.967992089907013131e-02,9.148173978507371240e-01,-3.302201935997140318e-17,6.956588498432296763e-01,-3.025858605643949595e+00
-2.772668941288621847e-01,-1.467709258855112164e-01,1.009117613059025365e+00,-6.231179757534026439e-17,7.084496396213824099e-01,-2.864325759460931042e+00
-2.007540668735286193e-01,-3.524415585699582909e-01,1.152069019755794343e+00,-2.798339377726758085e-17,7.711688656090607275e-01,-2.940838586716264746e+00
-3.644755517784483145e-01,-4.019156625066161448e-01,1.179868249708935224e+00,-0.000000000000000000e+00,7.928437395925777009e-01,-2.777117101811344746e+00
2.717911894504761450e-01,-3.306057712678432958e-01,1.139052201432129818e+00,3.141592653589793116e+00,-7.623498966306101465e-01,-2.717911894504761450e-01
